Pregunta|Intencion
que diferencia hay entre el prestamo uvas del santander y procrear?|Cat_202
necesito cambiar importe debito amex|Cat_345
cuál es el porcentaje de financiación para la compra de vivienda con el préstamo procrear?|Cat_245
costo transferencia dólar banco|Cat_83
super prestamo santander rio|Cat_225
necesito el pin de la tarjeta de ccredito|Cat_288
por que no me acreditan la devolución del iva?|Cat_58
que sabes hacer|Cat_16
me mandaron un mail para decirme que ingrese mis datos de caja de valores|Cat_164
me dice que no hay productos disponibles para los puntos ingresados en la búsqueda y tengo puntos suficientes|Cat_328
cuales son los requisitos para pedir una tarjeta|Cat_337
tengo depositado un cheque ayer y quisiera saber a que hora se acredita|Cat_109
que beneficios tengo con tarjeta visa credito|Cat_311
me dan la tarjeta si ya soy cliente del banco?|Cat_337
me gustaria saber si estoy aderido a sorpresas|Cat_320
necesito para renovar mi casa|Cat_228
quiero tramitar una solicitud de tarjeta de credito adicional|Cat_334
quisiera saber que requisitos necesito para el ccredito?|Cat_248
vos tenés el número de telefono de mi sucursal?|Cat_91
no vinieron a mi domicilio para retirar el dni omo me dijeron|Cat_317
necesito incorporar la cláusula de subrogación urgente para poder trabajar con el camión|Cat_268
necesito realizar un pago por pago mis cuentas|Cat_131
se puede hacer depositos en dolares?|Cat_110
se me inundo el baño  ¿con el seguro de vivienda a donde tengo que llamar?|Cat_265
queria hacer una compra de un cedear|Cat_151
me podés explicar por que me están facturando un descubierto?|Cat_56
quisiera solicitar la tarjeta de santander rio|Cat_337
tarjeta desmagnetizada|Cat_316
queria consultar que debo hacer para transferir mi paquete a otra sucursal. vivo en ramos mejia|Cat_65
quisiera inscribirme para una vacante laboral en la rioja|Cat_102
numerar guia reponer tarjeta debitar|Cat_293
los domingos puedo llamar a un 0800?|Cat_147
que cubre el seguro de vivienda?|Cat_265
yo tengo un credito en este banco con cuotas pagas de y necesito sacar otro|Cat_218
no puedo acceder a la app.|Cat_117
soy adicional y necesito el resumen de la tarjeta|Cat_138
habilitar tarjeta de debito para el exterior|Cat_304
estaría necesitando un prestamo personal por $ para refaccionar mi casa.|Cat_228
quiero solicitar una tarjeta santander crédito|Cat_337
cual es el tipo de cambio para pagar la tarjeta?|Cat_307
transferí dinero pero no se debitó de mi cuenta|Cat_80
denuncie un robo y me pidieron que mande documentación  ahora que tengo que hacer para cobrar?|Cat_270
uso tarjeta extranjero|Cat_289
cobro comision cuenta no tengo|Cat_97
blanqueo|Cat_288
saber estado de financiacion|Cat_99
necesito la prenda|Cat_235
quiero limitar el consumo de una extension de mi tarjeta de credito visa|Cat_335
figura positivo corriente|Cat_56
puedo sacar el credito hipotecario uvas incluyendo a otra persona?|Cat_254
me explicás como se calcula el pago mínimo|Cat_351
se me inabilito la clave de debito|Cat_288
descubierto cobro|Cat_56
mi cuenta esta bloqueada. donde cambio la contraseña o la actualizo?|Cat_1
firma abogados manejan deudas|Cat_190
como veo mi cuenta|Cat_3
necesito reposición de tarjeta de debito. como debo hacerlo por la pagina|Cat_316
agregar número telefono hacer recargar cuenta|Cat_132
otro paí¬≠s no funcionar tarjeta debitar comprar|Cat_289
reclamar tarjeta credito no enviar|Cat_293
quiero hacer pago por internet|Cat_132
tengo mi tarjeta american express y no se si tengo que habilitarla|Cat_301
volver ingresar bloquear acceso|Cat_0
no puedo ingresar a mi casa  donde llamo? que hago?|Cat_265
el sistema no me permite rescatar mi dinero del fondo de inversión|Cat_175
que sucede si mis ingresos no se actualizan de la misma manera que el uva en el préstamo hipotecario?|Cat_230
donde hacer la solicitud de chequeras?|Cat_44
queria saber como era el metodo para precancelar el préstamo|Cat_246
quiero sacar un prestamo como ago?|Cat_223
necesito contar con clave pin|Cat_288
cómo comprar dolares|Cat_166
querer comunicarme deja clave acceso bloquear|Cat_1
cuál es la tasa del préstamo prendario?|Cat_258
no recibo el resumen de mi tarjeta visa en tiempo y forma|Cat_138
me acabo de dar cuento que mi tarjeta de debito esta vencida|Cat_316
problema debitar automatico servcio|Cat_129
se puede depositar en dolares?|Cat_110
sorpresa santander rio  me estaban cobrando algo que no sabia que tenia y nunca use|Cat_320
no quiero que me envien mas mails. no soy clienta del banco hace aaños|Cat_136
necesito saber si tengo la visa disponible para comprar|Cat_303
cómo puedo comprar en metrogas?|Cat_151
quiero saber si todavía tengo la cuenta abierta|Cat_61
nesecito pedir una nueva targeta d debir|Cat_316
uso en el exterior de la tarjeta|Cat_289
quisiera saber si mi cuenta sigue activa|Cat_61
telefono contactar tarjeta|Cat_147
bajo servicio agenda pago aparece|Cat_129
cómo hago para abrir una cuenta para inversiones?|Cat_169
quiero saber la fecha de renovacion de mi plazo fijo?|Cat_180
es bscharba o bscharbaxxx?|Cat_34
quiero hacer una simulacion de creditos personales|Cat_251
los prestamos hipotecarios son solamente para trabajadores en relacion de dependencia o para monotributistas tambien?|Cat_248
tengo acciones de carboclor y quiero suscribir|Cat_151
disponible monto comprar tarjeta credito|Cat_303
averiguar jubilacion acreditar banco santander|Cat_50
quiero saber si puedo renovar mi ccredito de santander|Cat_223
para el cálculo de los ingresos en un préstamo hipotecario tengo que tomar en cuenta lo que me descuentan de impuesto a las ganancias?|Cat_249
como se calcula la cuota del préstamo por el costo de inflacion?|Cat_219
cual seria el juste promedio de la uva?|Cat_219
cobro servicio cuenta porque|Cat_97
como activar por primera vez la debito|Cat_301
tardo llegar adicional|Cat_293
querer adherir debito automatico visa pagar prepaga|Cat_132
yo quiero saber como sigue la solicitud de ese paquete que me ofrecieron|Cat_118
mi tarjeta no fue enviada como hago un reclamo|Cat_293
plastico vensido|Cat_316
beneficios de pagar servicios y impuestos con debito|Cat_132
que límite tengo para sacar plata del cajero?|Cat_303
quiero pagar todo y dar de baja al plan de cuotas|Cat_339
algun numero de telefono por favor|Cat_147
querer pagar tarjeta naranja sistema|Cat_132
quisisera consultar sobre prestamo personal|Cat_225
para cambiar mi auto usado|Cat_228
necesito habilitar una chequera.|Cat_44
cada vez que intento pagar algun impuesto se clava el sistema (queda pensando )|Cat_117
necesito saber el cierre de mi tarjeta|Cat_341
puedo solicitar dos prestamos de procrear?|Cat_218
quisiera pedir una tarjeta adicional para mi hijo|Cat_334
tengo un problema con una extracción en el cajero|Cat_297
que pasa si el prestamo hipotecario lo pido con mi pareja?|Cat_254
me llego la factura al correo pero cuando la descargo me pide una contraseña para poder abrirla|Cat_138
queria saber si yo solicito un credito hipotecario por determinado monto y despues para la propiedad que quiero comprar necesito menos importe no hay problema?|Cat_245
hacer cambiar producto necesitar informar llegar tarjeta|Cat_293
los préstamos hipotecarios uva son también para construccion?|Cat_228
que tarjeta es la woman?|Cat_357
está demorar entregar reemplazar tarjeta debito|Cat_293
tengo infinity black. cada cuantos pesos es un punto superclub?|Cat_323
cerrar seccion|Cat_0
quiero cambiar contraseí¬≠¬≠¬≠¬≠‚ç¨≈°¬¨√≠‚ä¶¬°¬¨í¬≠‚äö¬¨¬πí‚ç¨¬¶‚äö¬¨√ö‚äúa de la cuenta|Cat_1
quiero aderirme a iu|Cat_140
no puedo rescatar fondos de las inversiones|Cat_172
quiero saber del open credit|Cat_198
acceder a nuevo home banking|Cat_3
por que se inhabilitó mi cuenta?|Cat_51
me cobroon una comision de cuenta que no tengo|Cat_97
cuanto demora el otorgamiento del prestamo luego de elegir la propiedad a comprar?|Cat_243
descargar movimientos|Cat_138
santander posee algun simulador de cuotas para creditos personales?|Cat_251
como se mi numero de cbu?|Cat_42
saber donde llegar tarjeta nueva|Cat_293
desde que hora puedo llamar?|Cat_147
cuando se puede ver el resumen de la cuenta actualizado?|Cat_138
estoy buscando un préstamo prendario|Cat_225
bueno chau|Cat_7
como se puede solicitar el préstamo|Cat_223
para obtener la tarjeta visa recargabe es necesario disponer de una cuents bancaria|Cat_313
si tengo cuotas pendientes en uvas puedo vender igual el depto que compre?|Cat_260
en este mes se me vence la tarjeta de débito. que tengo que hacer?|Cat_316
quiero solicitar un préstamo|Cat_223
se puede depositar un cheque en dolares?|Cat_30
nesecito saber hasta cuanto puedo acceder con ingreso|Cat_251
ver fci|Cat_188
estoy buscando cambiarme de banco|Cat_39
necesito hacer una transferencia online pero nunca hice|Cat_83
tengo un consumo de tarjeta visa y me gustaría saber a que se debe|Cat_112
no llega el resumen de la tarjeta a tiempo o directamente hay meses que no llega|Cat_138
a que sector de la página debo ingresar para ver el resumen de la tarjeta de ccredito|Cat_138
donde pido que dejen de enviarme el resumen de inversiones?|Cat_179
necesito hacer una transferencia al exterior  lo deposito vía home banking o solo por ventanilla|Cat_36
necesito cancelar una transferencia que hice desde mi cuenta|Cat_82
como hacer pago por homebanking|Cat_132
no puedo hacer transferencias...por la clave token.|Cat_5
el granizo me rompió un techo  me cubren?|Cat_265
hacer reclamo responder|Cat_135
realicé un pago parcial de mi tarjeta american express  queria saber por que no tengo disponible para comprar.|Cat_279
cómo hago para que no me lleguen más msgs de ustedes?|Cat_125
como genero un stoploss|Cat_189
como debo hacer para tener el 25% de descuento en farmacias|Cat_311
avisen que promos va a haber para poder organizarme|Cat_311
tengo mi cuenta sueldo en santander  y sali beneficiada con procrear que debo hacer para tramitar el préstamo hipotecario?|Cat_223
hasta cuando no se puede usar el home banking?|Cat_124
cuanto me cobran por renovar la visa?|Cat_340
necesito saber en que segmento de cliente estoy.|Cat_75
hay algun tope de reintegro?|Cat_311
que dia se descuenta el servicio que puse en debito automatico|Cat_106
bajo cuenta online|Cat_41
quisiera consultar como reclamar consumos duplicados con mi tarjeta de debito|Cat_112
podrías decirme entró mi pago mínimo|Cat_279
tengo vencida la tarjeta de ccredito  como hago para que me envíen la nueva?|Cat_316
no puedo ver en mi cuenta las millas acumuladas x advantage|Cat_275
me inhabilitaron la tarjeta que tengo con el banco y no me puedo acercar a la sucursal|Cat_286
quiero pagar spotify con la tarjeta debito pero me rechaza|Cat_290
saber monto abonar tarjeta santander visa|Cat_342
quiero comprar levac|Cat_157
que instrucciones le tengo que dar a alguien en otro país para que me mande dolares?|Cat_32
el préstamo hipotecario es para vivienda unica y permanente?|Cat_228
queria hacer una simulación de credito|Cat_251
saber limite tarjeta visa credito|Cat_303
debitar automatico factura aysa|Cat_129
necesito inscribirme para los planes de desarrollo urbanistico grand bourg|Cat_200
requisitos para vivienda no permanente terreno?|Cat_228
ubicación estado reimpresión tarjeta|Cat_293
quiero dar de baja mi cuenta select|Cat_41
no recibí la tarjeta visa addvantage|Cat_293
si pueden venir un técnico y solucionarme el problema q tengo con mi heladera|Cat_265
quiero suspender el pago de este mes del monotributo|Cat_145
quiero ver mis tenencias en caja de valores|Cat_164
si el uva aumenta me aumenta la cuota del préstamo?|Cat_219
para cuanto es la cuota|Cat_251
quiero cambiar el pago de mi tarjeta de credito a cuenta corriente|Cat_345
si estás en advantage estás dado de baja en superclub?|Cat_299
necesitar dejar registrar consumo|Cat_112
sos un hombre?|Cat_27
como hago para registrarme en home bamking|Cat_3
cómo hago para transferir acciones?|Cat_150
trabajan en los dias de feriados|Cat_114
no me deja cambiar la clave y dice que la queestaba ya no sirve|Cat_1
quiero saber que me descontaron en la cuenta|Cat_115
tarjeta credito debito automaticamente|Cat_345
como llamo al banco?|Cat_147
querer pagar tarjeta naranja este sistema|Cat_132
nececito que me vuelvan a imprimir el plastico de mi targeta de credito|Cat_316
no puedo pagar el monotributo por online banking|Cat_129
y cual es la tasa de interes del credito prendario?|Cat_258
significar recaudación electronicas|Cat_115
que tipo de cuenta tengo?|Cat_75
querer saber deber tarjeta|Cat_342
quiero cambiar de paquete tengo por el platinun select|Cat_86
que gastos implica el uso de la tarjeta de debito|Cat_96
cobro interesar saldo negativo|Cat_56
se me rompió la play tiene cobertura?|Cat_265
queria saber para asegurar un auto cuanto me cobran ustedes por mes|Cat_261
cuanto tarda la generacion de una nueva tarjeta de debito|Cat_293
me olvidé la contraseña de home bankin y no puedo entrar a ver mi saldo desde el celular|Cat_1
tengo una compra que no hice en los ultimos movimientos|Cat_112
queria saber cual es el limite de extraccion diario por cajero?|Cat_303
costo mantenimiento|Cat_96
como puedo ver lo que me falta pagar en cuotas|Cat_101
quiero saber si mi cuenta de ahorro sigue activa porque hace casi un año que no le doy uso.|Cat_61
cuantos billetes se pueden depositar|Cat_110
necesito modificar monto estraccion efectivo cajero automatico|Cat_287
me gustaría comprar unos bonos pary|Cat_157
tengo una deuda y voy a regularizar|Cat_191
queria averiguar por el seguro de vivienda q tengo|Cat_266
quisiera saber como activo el token para realizar transferencias??|Cat_5
estoy averiguando por la apetura de una caja de ahorro|Cat_39
para saber cuanta plata tiene disponible mi tarjeta|Cat_303
como hago para que no me debiten directamente el pago de la tarjeta|Cat_345
necesito saber si puedo girar en descubierto|Cat_56
donde puedo hacer el seguimiento del papel de la inversión que hice?|Cat_167
necesito grua|Cat_265
como quedarian las cuotas pidiendo $ en meses|Cat_251
el numero de cuenta cual es?|Cat_68
un consumo en dolares que nunca efectue.|Cat_112
estoy viendo en mi cuenta el debito de dinero que yo no saque|Cat_112
cómo hago para acceder a una cuenta corriente|Cat_39
en cuanto tiempo se acredita un cheque en dolares?|Cat_30
el prestamo hipotecario tiene una de terminada cantidad de aaños a taza fija?|Cat_258
contactar operador telefono|Cat_147
